marca,modelo,Año,Precio,Color,Combustible,Rendimiento,Transmisión,Cantidad,Motor,agencia_id,estado_agencia,municipio_agencia,tipo_vehiculo,descripcion,array_fotografias,grupo_automotriz_id,grupo_automotriz,gerente_id
ZIL,Encore,2023,"$8,856",Yellow,Gasolina,315,Manual,4,3.8L V12,100008,Colima,Colima,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,625491,BMW,579142
Kamaz,Telluride,2017,"$42,076",Brown,Eléctrico,710,Manual,1,1.6L I1,100009,Durango,Durango,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,891635,Lexus,314295
UAZ,Tucson,2016,"$21,738",Orange,Gasolina,538,Manual,10,2.7L I8,100010,Guanajuato,Guanajuato,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,154830,Fiat,674081
VAZ,Tiguan,2003,"$47,205",Red,Eléctrico,477,Automático,7,4.2L V12,100011,Guerrero,Chilpancingo de los Bravo,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,792361,Hyundai,819354
Moskvich,Odyssey,2013,"$54,633",White,Eléctrico,842,Manual,3,1.9L I1,100012,Hidalgo, Pachuca de Soto,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,340725,Jaguar,506291
Trabant,CT76,2014,"$79,905",Silver,Gasolina,972,Automático,6,2.8L I8,100013,Jalisco,Guadalajara,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,628914,Tesla,246835
Wartburg,E-Class,2006,"$67,619",Black,Eléctrico,283,Manual,2,3.4L V12,100014,México,Toluca,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,471069,Chevrolet,981623
DKW,Tiguan Limited,2021,"$25,896",Blue,Gasolina,184,Automático,8,1.1L I2,100015,Michoacán, Morelia,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,840527,Audi,732568
Borgward,F-220,2002,"$31,011",Green,Gasolina,596,Manual,4,2.1L I8,100016,Morelos,Cuernavaca,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,172935,Dodge,135907
NSU,QX130,2000,"$83,029",Gray,Gasolina,779,Automático,1,4.3L V12,100017,Nayarit,Tepic,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,739128,Subaru,840716
Auto Union,G140,2020,"$50,984",Yellow,Eléctrico,441,Automático,10,1.7L I1,100018,Nuevo León,Monterrey,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,285401,BMW,579142
Maybach,RX 420,2012,"$67,977",Brown,Gasolina,181,Manual,7,2.9L I8,100019,Oaxaca,Oaxaca de Juárez,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,941702,Lexus,314295
Horch,Forte,2015,"$69,201",Orange,Eléctrico,846,Manual,3,3.5L W16,100020,Puebla,Puebla,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,568314,Fiat,674081
Wanderer,Outback,2004,"$11,458",Purple,Gasolina,665,Manual,6,1.2L I1,100021,Querétaro,Santiago de Querétaro,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,395216,Hyundai,819354
Autozam,Escape,2007,"$91,146",Gold,Eléctrico,981,Manual,9,2.2L I12,100022,Quintana Roo,Othón P. Blanco,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,918275,Jaguar,506291
Innocenti,Acadia,2019,"$10,719",Beige,Eléctrico,508,Manual,8,4.0L W16,100023,San Luis Potosí,San Luis Potosí,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,620143,Tesla,246835
DeLorean,1570 Classic,2011,"$8,482",Turquoise,Gasolina,935,Manual,4,1.4L I0,100024,Sinaloa,Culiacán,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,897604,Chevrolet,981623
Nissan,Arteon,2013,"$6,315",Pink,Eléctrico,722,Manual,1,2.3L I12,100025,Sonora,Hermosillo,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,151278,Audi,732568
Nissan,GLE-Class,2018,"$20,058",Red,Gasolina,903,Manual,7,1.8L I4,100026,Tabasco,Centro,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,789032,Dodge,135907
Ford,Bolt EUV,2009,"$29,109",White,Gasolina,359,Automático,3,2.0L I4,100027,Tamaulipas,Victoria,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,346219,Subaru,840716
Toyota,XC160,2014,"$78,716",Silver,Gasolina,719,Manual,6,3.5L V6,100028,Tlaxcala,Tlaxcala de Xicohténcatl,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,632518,BMW,579142
BMW,ES 420,2016,"$67,925",Black,Eléctrico,376,Automático,2,1.6L I4,100029,Veracruz,Xalapa,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,478936,Lexus,314295
Chevrolet,Durango,2022,"$30,876",Blue,Gasolina,523,Manual,8,2.5L V6,100030,Yucatán,Mérida,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,843602,Fiat,674081
Mercedes-Benz,Pathfinder,2010,"$94,834",Green,Eléctrico,815,Automático,4,2.2L I4,100031,Zacatecas, Zacatecas,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,170983,Hyundai,819354
Honda,Passat,2005,"$12,634",Gray,Gasolina,938,Automático,1,3.0L V6,100032,Ciudad de México,Cuauhtémoc,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,734921,Jaguar,506291
Nissan,Compass,2021,"$58,625",Yellow,Eléctrico,726,Manual,10,1.4L I4,100001,Aguascalientes,Aguascalientes,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,483925,Tesla,246835
Ford,Terrain,2001,"$67,710",Brown,Eléctrico,217,Manual,7,2.4L I4,100002,Baja California,Mexicali,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,739102,Chevrolet,981623
Toyota,Santa Fe,2003,"$31,122",Orange,Gasolina,628,Manual,3,2.8L V6,100003,Baja California Sur,La Paz,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,287651,Audi,732568
BMW,Renegade,2020,"$60,315",Red,Eléctrico,479,Manual,6,1.5L I4,100004,Campeche,Campeche,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,921473,Dodge,135907
Chevrolet,QX150,2000,"$69,677",White,Gasolina,762,Manual,9,3.6L V6,100005,Chiapas,Tuxtla Gutiérrez,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,564218,Subaru,840716
Mercedes-Benz,Terrain,2008,"$6,742",Silver,Eléctrico,335,Manual,8,1.0L I3,100006,Chihuahua,Chihuahua,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,387102,BMW,579142
Honda,Sorento,2017,"$36,582",Black,Gasolina,872,Manual,4,2.3L I4,100007,Coahuila,Saltillo,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,913276,Lexus,314295
Audi,RDX,2015,"$24,809",Blue,Eléctrico,684,Manual,1,3.2L V6,100008,Colima,Colima,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,625491,Fiat,674081
Volkswagen,Yukon,2016,"$50,515",Green,Eléctrico,585,Automático,7,1.9L I4,100009,Durango,Durango,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,891635,Hyundai,819354
Porsche,Encore GX,2018,"$47,891",Gray,Gasolina,147,Automático,3,2.7L V6,100010,Guanajuato,Guanajuato,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,154830,Jaguar,506291
Volvo,RAV4 Hybrid,2006,"$8,500",Yellow,Gasolina,598,Automático,6,4.0L V6,100011,Guerrero,Chilpancingo de los Bravo,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,792361,Tesla,246835
Jeep,GLC-Class,2012,"$22,587",Brown,Gasolina,944,Automático,2,1.3L I4,100012,Hidalgo, Pachuca de Soto,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,340725,Chevrolet,981623
Hyundai,NX 370,2019,"$98,329",Orange,Eléctrico,431,Manual,8,2.6L I4,100013,Jalisco,Guadalajara,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,628914,Audi,732568
Kia,CR-V,2014,"$63,825",Purple,Gasolina,180,Automático,4,3.7L V6,100014,México,Toluca,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,471069,Dodge,135907
Mazda,X73,2013,"$29,058",Gold,Eléctrico,278,Manual,1,1.7L I4,100015,Michoacán, Morelia,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,840527,Subaru,840716
Ferrari,Kona,2011,"$26,459",Beige,Gasolina,927,Manual,10,2.1L I4,100016,Morelos,Cuernavaca,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,172935,BMW,579142
Lamborghini,Atlas Cross Sport,2009,"$63,066",Turquoise,Eléctrico,225,Manual,7,2.9L V6,100017,Nayarit,Tepic,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,739128,Lexus,314295
Dodge,Explorer ST,2005,"$80,145",Pink,Eléctrico,363,Manual,3,1.2L I4,100018,Nuevo León,Monterrey,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,285401,Fiat,674081
Lexus,X75,2002,"$92,124",Red,Gasolina,844,Manual,6,2.5L I4,100019,Oaxaca,Oaxaca de Juárez,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,941702,Hyundai,819354
